transaction_id,agent_id,customer_id,beneficiary_id,action_type,amount,currency,timestamp,device_id,ip_address,status,is_anomaly,anomaly_type
txn_0009063,agent_050,customer_04666,vendor_0382,REFUND,5346.29,INR,2026-08-08 10:21:57.200609,device_160,192.168.200.92,FAILED,0,NONE
txn_0060313,agent_002,customer_00376,vendor_0027,PAYOUT,5957.22,INR,2026-08-17 11:40:30.200609,device_160,192.168.14.98,SUCCESS,0,NONE
txn_0070299,agent_021,customer_01624,vendor_0234,PAYMENT,2010.91,INR,2026-08-24 11:03:03.200609,device_176,192.168.181.160,SUCCESS,0,NONE
txn_0096602,agent_019,customer_03436,vendor_0477,PAYMENT,11507.05,INR,2026-08-17 16:33:56.200609,device_105,192.168.187.31,SUCCESS,1,NEW_BENEFICIARY
txn_0037513,agent_027,customer_00246,vendor_0065,PAYMENT,2088.64,INR,2026-08-03 13:21:03.200609,device_083,192.168.166.186,SUCCESS,0,NONE
txn_0022821,agent_010,customer_01842,vendor_0400,PAYOUT,13310.74,INR,2026-08-30 17:44:55.200609,device_179,192.168.142.4,SUCCESS,0,NONE
txn_0054361,agent_020,customer_04845,vendor_0340,PAYOUT,12406.01,INR,2026-08-09 15:38:30.200609,device_171,192.168.160.137,SUCCESS,0,NONE
txn_0006559,agent_002,customer_03172,vendor_0147,PAYMENT,8205.4,INR,2026-08-23 12:22:54.200609,device_025,192.168.243.34,SUCCESS,0,NONE
txn_0007199,agent_018,customer_03724,vendor_0470,PAYOUT,18331.91,INR,2026-08-31 13:56:05.200609,device_030,192.168.40.92,SUCCESS,0,NONE
txn_0057962,agent_034,customer_01085,vendor_0097,PAYMENT,1820.15,INR,2026-08-26 19:41:38.200609,device_017,192.168.74.214,SUCCESS,0,NONE
txn_0099764,agent_005,customer_02168,vendor_0450,REFUND,4813.15,INR,2026-08-04 15:16:21.200609,unknown_device_4577,192.168.144.145,SUCCESS,1,DEVICE_CHANGE
txn_0045878,agent_017,customer_00569,vendor_0101,PAYOUT,9976.69,INR,2026-08-29 09:31:46.200609,device_050,192.168.175.131,SUCCESS,0,NONE
txn_0049135,agent_036,customer_04475,vendor_0218,PAYMENT,14283.37,INR,2026-08-04 10:31:57.200609,device_198,192.168.36.67,FAILED,0,NONE
txn_0008642,agent_047,customer_03277,vendor_0273,PAYOUT,18736.88,INR,2026-08-06 11:46:18.200609,device_021,192.168.19.202,SUCCESS,0,NONE
txn_0061891,agent_024,customer_00350,vendor_0021,REFUND,4438.63,INR,2026-08-23 18:34:22.200609,device_072,192.168.106.201,SUCCESS,0,NONE
txn_0047337,agent_014,customer_03970,vendor_0276,PAYOUT,21685.35,INR,2026-08-30 11:08:37.200609,device_030,192.168.178.30,SUCCESS,0,NONE
txn_0069716,agent_004,customer_04696,vendor_0465,PAYMENT,2487.4,INR,2026-08-27 12:03:00.200609,device_149,192.168.216.85,SUCCESS,0,NONE
txn_0077402,agent_039,customer_04749,vendor_0262,PAYOUT,14291.6,INR,2026-08-06 15:21:03.200609,device_082,192.168.68.218,SUCCESS,0,NONE
txn_0021216,agent_031,customer_00682,vendor_0171,PAYMENT_LINK,3577.82,INR,2026-08-11 17:23:28.200609,device_136,192.168.83.3,SUCCESS,0,NONE
txn_0086824,agent_032,customer_00420,vendor_0302,PAYMENT_LINK,3180.87,INR,2026-08-11 09:04:32.200609,device_084,192.168.134.141,FAILED,0,NONE
txn_0076978,agent_009,customer_04912,vendor_0390,PAYMENT,9450.53,INR,2026-08-29 13:10:18.200609,device_170,192.168.58.129,SUCCESS,0,NONE
txn_0091301,agent_021,customer_04554,vendor_0447,REFUND,2737.39,INR,2026-08-26 11:36:43.200609,device_146,192.168.173.97,SUCCESS,0,NONE
txn_0034779,agent_008,customer_03577,vendor_0100,PAYOUT,16456.56,INR,2026-08-11 09:49:53.200609,device_133,192.168.142.235,SUCCESS,0,NONE
txn_0013169,agent_043,customer_02823,vendor_0485,PAYMENT,2874.88,INR,2026-08-05 08:20:50.200609,device_052,192.168.253.31,SUCCESS,0,NONE
txn_0005004,agent_023,customer_00195,vendor_0034,PAYOUT,17512.65,INR,2026-08-30 17:42:50.200609,device_098,192.168.175.56,FAILED,0,NONE
txn_0011860,agent_040,customer_03208,vendor_0190,PAYMENT,1570.51,INR,2026-08-31 18:43:30.200609,device_182,192.168.245.200,SUCCESS,0,NONE
txn_0075796,agent_045,customer_01456,vendor_0092,PAYOUT,16552.18,INR,2026-08-30 13:31:37.200609,device_122,192.168.33.58,SUCCESS,0,NONE
txn_0023976,agent_029,customer_01971,vendor_0246,REFUND,5059.09,INR,2026-08-03 13:14:14.200609,device_029,192.168.239.202,SUCCESS,0,NONE
txn_0029180,agent_020,customer_04496,vendor_0486,PAYOUT,23135.4,INR,2026-08-24 17:57:00.200609,device_020,192.168.21.16,SUCCESS,0,NONE
txn_0025353,agent_041,customer_01116,vendor_0288,PAYMENT_LINK,1581.59,INR,2026-08-07 12:23:20.200609,device_145,192.168.37.51,SUCCESS,0,NONE
txn_0039800,agent_026,customer_01164,vendor_0086,REFUND,1677.55,INR,2026-08-29 10:34:09.200609,device_013,192.168.238.183,FAILED,0,NONE
txn_0018977,agent_013,customer_00308,vendor_0077,PAYOUT,14533.64,INR,2026-08-25 16:26:41.200609,device_052,192.168.238.93,SUCCESS,0,NONE
txn_0059394,agent_024,customer_02793,vendor_0208,REFUND,1899.96,INR,2026-08-11 17:29:11.200609,device_072,192.168.152.67,FAILED,0,NONE
txn_0008616,agent_010,customer_04824,vendor_0277,PAYOUT,6466.11,INR,2026-08-07 12:37:59.200609,device_047,192.168.191.3,SUCCESS,0,NONE
txn_0059037,agent_011,customer_02251,vendor_0168,PAYMENT,14175.77,INR,2026-08-10 10:26:47.200609,device_168,192.168.117.22,SUCCESS,0,NONE
txn_0025829,agent_034,customer_04986,vendor_0467,REFUND,1175.24,INR,2026-08-19 14:37:21.200609,device_172,192.168.155.81,SUCCESS,0,NONE
txn_0066323,agent_038,customer_00384,vendor_0304,PAYMENT,11112.68,INR,2026-08-29 16:07:29.200609,device_016,192.168.34.72,SUCCESS,0,NONE
txn_0009762,agent_005,customer_00690,vendor_0382,PAYMENT,4920.75,INR,2026-08-29 17:11:29.200609,device_037,192.168.173.105,SUCCESS,0,NONE
txn_0091082,agent_044,customer_02374,vendor_0242,PAYMENT,10639.51,INR,2026-08-28 15:42:11.200609,device_093,192.168.48.156,SUCCESS,0,NONE
txn_0088831,agent_032,customer_04066,vendor_0472,PAYMENT_LINK,4072.38,INR,2026-08-03 14:16:59.200609,device_111,192.168.251.178,SUCCESS,0,NONE
txn_0076009,agent_049,customer_04359,vendor_0409,PAYMENT,8449.12,INR,2026-08-09 16:55:53.200609,device_018,192.168.81.231,SUCCESS,0,NONE
txn_0094115,agent_046,customer_00287,vendor_0263,PAYOUT,32520.38,INR,2026-08-04 16:36:59.200609,device_087,192.168.164.198,SUCCESS,0,NONE
txn_0073150,agent_038,customer_01937,vendor_0170,PAYMENT,7823.22,INR,2026-08-16 12:21:31.200609,device_099,192.168.214.25,FAILED,0,NONE
txn_0062572,agent_032,customer_00465,vendor_0013,PAYMENT_LINK,2455.46,INR,2026-08-18 08:03:36.200609,device_007,192.168.162.43,SUCCESS,0,NONE
txn_0031442,agent_041,customer_03956,vendor_0289,PAYMENT,4362.75,INR,2026-08-15 18:06:38.200609,device_151,192.168.238.242,FAILED,0,NONE
txn_0065223,agent_036,customer_01553,vendor_0142,PAYOUT,20297.7,INR,2026-08-02 11:06:23.200609,device_041,192.168.244.108,SUCCESS,0,NONE
txn_0054608,agent_047,customer_03060,vendor_0409,PAYOUT,16768.97,INR,2026-08-14 12:08:53.200609,device_090,192.168.119.46,FAILED,0,NONE
txn_0005031,agent_032,customer_03242,vendor_0300,PAYMENT_LINK,3990.32,INR,2026-08-19 08:17:28.200609,device_001,192.168.149.11,FAILED,0,NONE
txn_0034774,agent_026,customer_04018,vendor_0347,PAYOUT,24285.15,INR,2026-08-15 13:12:13.200609,device_196,192.168.105.232,SUCCESS,0,NONE
txn_0024427,agent_034,customer_00856,vendor_0350,REFUND,1720.8,INR,2026-08-15 19:54:12.200609,device_009,192.168.179.173,FAILED,0,NONE
txn_0077975,agent_025,customer_01893,vendor_0093,PAYOUT,10284.94,INR,2026-08-18 13:54:49.200609,device_040,192.168.171.87,SUCCESS,0,NONE
txn_0049250,agent_040,customer_01880,vendor_0497,PAYMENT_LINK,4671.87,INR,2026-08-04 20:24:37.200609,device_056,192.168.20.23,SUCCESS,0,NONE
txn_0016326,agent_005,customer_04788,vendor_0174,PAYMENT,3300.21,INR,2026-08-26 17:07:56.200609,device_069,192.168.44.222,FAILED,0,NONE
txn_0003308,agent_011,customer_02911,vendor_0133,PAYMENT,8042.62,INR,2026-08-29 16:49:32.200609,device_135,192.168.72.233,SUCCESS,0,NONE
txn_0060401,agent_027,customer_02110,vendor_0242,PAYMENT_LINK,979.74,INR,2026-08-20 09:11:16.200609,device_190,192.168.61.57,FAILED,0,NONE
txn_0046815,agent_040,customer_01658,vendor_0243,PAYMENT_LINK,4272.97,INR,2026-08-15 15:09:09.200609,device_134,192.168.146.68,SUCCESS,0,NONE
txn_0070330,agent_044,customer_04833,vendor_0138,PAYMENT,7880.9,INR,2026-08-19 16:50:17.200609,device_146,192.168.184.192,SUCCESS,0,NONE
txn_0077320,agent_004,customer_00475,vendor_0296,REFUND,1952.57,INR,2026-08-27 19:51:29.200609,device_109,192.168.57.182,FAILED,0,NONE
txn_0067382,agent_041,customer_04649,vendor_0049,PAYMENT_LINK,4078.5,INR,2026-08-18 09:42:40.200609,device_182,192.168.139.249,SUCCESS,0,NONE
txn_0028517,agent_010,customer_01321,vendor_0131,REFUND,13035.74,INR,2026-08-19 17:18:34.200609,device_132,192.168.219.97,FAILED,0,NONE
txn_0072140,agent_045,customer_02766,vendor_0280,PAYMENT,12489.23,INR,2026-08-05 18:16:45.200609,device_071,192.168.81.102,SUCCESS,0,NONE
txn_0038161,agent_015,customer_00633,vendor_0029,REFUND,1125.73,INR,2026-08-10 17:40:50.200609,device_152,192.168.30.38,SUCCESS,0,NONE
txn_0035006,agent_042,customer_02044,vendor_0112,PAYOUT,17269.36,INR,2026-08-07 14:23:20.200609,device_038,192.168.9.113,SUCCESS,0,NONE
txn_0031140,agent_020,customer_03265,vendor_0077,PAYOUT,13838.34,INR,2026-08-20 10:22:51.200609,device_088,192.168.182.117,SUCCESS,0,NONE
txn_0057551,agent_011,customer_04990,vendor_0224,PAYMENT,7359.31,INR,2026-08-12 17:44:18.200609,device_083,192.168.76.210,SUCCESS,0,NONE
txn_0042892,agent_013,customer_04404,vendor_0257,PAYMENT,4701.11,INR,2026-08-19 16:19:39.200609,device_088,192.168.1.84,FAILED,0,NONE
txn_0049417,agent_022,customer_01793,vendor_0152,REFUND,26101.35,INR,2026-08-24 16:37:01.200609,device_075,192.168.56.253,SUCCESS,0,NONE
txn_0092814,agent_016,customer_02247,vendor_0309,REFUND,2625.8,INR,2026-08-30 16:24:00.200609,device_175,192.168.150.82,SUCCESS,0,NONE
txn_0001015,agent_042,customer_02965,vendor_0266,PAYOUT,9570.4,INR,2026-08-02 10:29:53.200609,device_182,192.168.245.117,SUCCESS,0,NONE
txn_0037931,agent_038,customer_01867,vendor_0039,PAYMENT,100.0,INR,2026-08-05 14:34:32.200609,device_141,192.168.11.202,SUCCESS,0,NONE
txn_0068003,agent_007,customer_04584,vendor_0429,PAYMENT,10919.12,INR,2026-08-22 09:40:37.200609,device_020,192.168.103.203,FAILED,0,NONE
txn_0012551,agent_030,customer_04354,vendor_0293,PAYMENT,10265.62,INR,2026-08-10 16:55:40.200609,device_160,192.168.34.94,SUCCESS,0,NONE
txn_0025866,agent_044,customer_02104,vendor_0382,PAYMENT,17067.46,INR,2026-08-17 12:07:11.200609,device_154,192.168.253.157,SUCCESS,0,NONE
txn_0052799,agent_036,customer_00188,vendor_0334,PAYOUT,13960.52,INR,2026-08-28 17:49:20.200609,device_145,192.168.38.224,SUCCESS,0,NONE
txn_0099521,agent_043,customer_03416,vendor_0349,PAYMENT_LINK,3778.46,INR,2026-08-10 19:06:23.200609,device_165,192.168.113.11,SUCCESS,1,NEW_BENEFICIARY
txn_0013088,agent_007,customer_00979,vendor_0116,PAYOUT,7933.03,INR,2026-08-15 17:23:00.200609,device_082,192.168.70.198,SUCCESS,0,NONE
txn_0083854,agent_040,customer_04353,vendor_0258,PAYMENT_LINK,3213.45,INR,2026-08-18 10:35:48.200609,device_142,192.168.239.23,SUCCESS,0,NONE
txn_0005059,agent_003,customer_04139,vendor_0357,PAYMENT,1501.23,INR,2026-08-19 13:08:00.200609,device_129,192.168.175.218,SUCCESS,0,NONE
txn_0005082,agent_007,customer_02186,vendor_0293,PAYOUT,7083.88,INR,2026-08-05 14:40:04.200609,device_147,192.168.21.163,SUCCESS,0,NONE
txn_0068368,agent_047,customer_02418,vendor_0140,PAYMENT,18124.0,INR,2026-08-25 16:46:37.200609,device_010,192.168.1.210,SUCCESS,0,NONE
txn_0052084,agent_049,customer_02667,vendor_0010,PAYMENT,18739.08,INR,2026-08-03 16:47:27.200609,device_176,192.168.187.162,FAILED,0,NONE
txn_0061570,agent_025,customer_04631,vendor_0500,PAYOUT,16761.58,INR,2026-08-23 08:59:04.200609,device_166,192.168.24.35,SUCCESS,0,NONE
txn_0003180,agent_032,customer_03247,vendor_0491,PAYMENT,4241.24,INR,2026-08-28 08:15:39.200609,device_031,192.168.233.15,SUCCESS,0,NONE
txn_0004141,agent_012,customer_02405,vendor_0301,PAYOUT,12681.27,INR,2026-08-31 13:50:07.200609,device_155,192.168.127.172,FAILED,0,NONE
txn_0098667,agent_004,customer_02069,vendor_0434,REFUND,3100.09,INR,2026-08-19 12:38:15.200609,device_009,192.168.83.193,SUCCESS,1,NEW_BENEFICIARY
txn_0019521,agent_043,customer_03747,vendor_0141,PAYMENT,2203.69,INR,2026-08-21 13:07:56.200609,device_106,192.168.221.36,FAILED,0,NONE
txn_0018475,agent_048,customer_01982,vendor_0148,PAYOUT,7621.65,INR,2026-08-02 13:35:03.200609,device_030,192.168.187.35,SUCCESS,0,NONE
txn_0054410,agent_031,customer_02162,vendor_0065,PAYMENT,2390.25,INR,2026-08-13 15:35:37.200609,device_168,192.168.196.220,FAILED,0,NONE
txn_0050211,agent_015,customer_02926,vendor_0486,PAYMENT,2402.6,INR,2026-08-04 11:31:48.200609,device_111,192.168.47.2,FAILED,0,NONE
txn_0000889,agent_044,customer_04086,vendor_0090,PAYOUT,12840.49,INR,2026-08-02 12:53:33.200609,device_166,192.168.171.106,SUCCESS,0,NONE
txn_0053033,agent_047,customer_04643,vendor_0416,PAYMENT,6144.74,INR,2026-08-25 10:14:16.200609,device_068,192.168.69.22,SUCCESS,0,NONE
txn_0008347,agent_011,customer_00695,vendor_0416,PAYOUT,11473.39,INR,2026-08-07 15:19:42.200609,device_022,192.168.189.122,SUCCESS,0,NONE
txn_0013704,agent_014,customer_00603,vendor_0479,PAYOUT,21082.38,INR,2026-08-17 15:40:05.200609,device_169,192.168.99.220,FAILED,0,NONE
txn_0053159,agent_045,customer_01446,vendor_0418,PAYMENT,12360.65,INR,2026-08-18 18:29:50.200609,device_113,192.168.204.197,FAILED,0,NONE
txn_0061061,agent_026,customer_04221,vendor_0110,PAYOUT,23925.79,INR,2026-08-22 13:25:55.200609,device_106,192.168.8.14,SUCCESS,0,NONE
txn_0085902,agent_005,customer_02876,vendor_0399,PAYMENT,2633.32,INR,2026-08-13 18:07:32.200609,device_195,192.168.107.193,SUCCESS,0,NONE
txn_0024773,agent_038,customer_04555,vendor_0243,PAYMENT,8588.21,INR,2026-08-29 14:46:10.200609,device_128,192.168.166.27,SUCCESS,0,NONE
txn_0061172,agent_010,customer_02343,vendor_0409,REFUND,22294.3,INR,2026-08-27 15:25:37.200609,device_194,192.168.46.75,SUCCESS,0,NONE
txn_0019187,agent_030,customer_00234,vendor_0026,PAYMENT,8200.29,INR,2026-08-28 12:17:45.200609,device_014,192.168.100.211,SUCCESS,0,NONE
txn_0028098,agent_027,customer_03945,vendor_0389,PAYMENT,1106.51,INR,2026-08-20 11:36:06.200609,device_156,192.168.145.74,FAILED,0,NONE
txn_0031936,agent_003,customer_02828,vendor_0234,PAYMENT_LINK,3171.33,INR,2026-08-10 21:58:33.200609,device_132,192.168.76.23,SUCCESS,0,NONE
txn_0058031,agent_028,customer_03314,vendor_0273,PAYMENT,18330.32,INR,2026-08-24 10:53:26.200609,device_187,192.168.89.200,FAILED,0,NONE
txn_0047116,agent_046,customer_02954,vendor_0097,REFUND,21147.34,INR,2026-08-21 11:26:41.200609,device_167,192.168.10.201,FAILED,0,NONE
txn_0050090,agent_028,customer_04449,vendor_0494,PAYMENT,17974.72,INR,2026-08-14 09:37:50.200609,device_001,192.168.31.67,SUCCESS,0,NONE
txn_0085351,agent_013,customer_03222,vendor_0127,PAYOUT,5652.18,INR,2026-08-31 10:13:49.200609,device_110,192.168.194.6,FAILED,0,NONE
txn_0062565,agent_011,customer_03903,vendor_0236,PAYMENT,100.0,INR,2026-08-28 15:52:53.200609,device_030,192.168.124.135,SUCCESS,0,NONE
txn_0059462,agent_007,customer_03913,vendor_0477,PAYOUT,16232.05,INR,2026-08-09 15:21:31.200609,device_091,192.168.69.29,SUCCESS,0,NONE
txn_0059039,agent_009,customer_00352,vendor_0265,PAYOUT,14194.21,INR,2026-08-11 15:01:20.200609,device_194,192.168.67.7,FAILED,0,NONE
txn_0069945,agent_023,customer_02997,vendor_0089,PAYMENT,4048.83,INR,2026-08-21 08:42:41.200609,device_115,192.168.168.74,SUCCESS,0,NONE
txn_0085549,agent_031,customer_02188,vendor_0286,PAYMENT_LINK,2866.42,INR,2026-08-22 21:46:20.200609,device_165,192.168.179.54,SUCCESS,0,NONE
txn_0089557,agent_042,customer_04780,vendor_0178,REFUND,190.36,INR,2026-08-04 13:15:28.200609,device_156,192.168.208.225,FAILED,0,NONE
txn_0043766,agent_048,customer_00419,vendor_0480,PAYOUT,3481.38,INR,2026-08-08 10:04:42.200609,device_042,192.168.194.140,SUCCESS,0,NONE
txn_0056984,agent_032,customer_04230,vendor_0301,PAYMENT,3706.81,INR,2026-08-11 12:22:29.200609,device_119,192.168.155.45,SUCCESS,0,NONE
txn_0062087,agent_007,customer_02723,vendor_0089,PAYOUT,12075.28,INR,2026-08-12 13:38:09.200609,device_073,192.168.167.47,FAILED,0,NONE
txn_0047923,agent_004,customer_04349,vendor_0406,PAYMENT,5465.41,INR,2026-08-12 16:16:12.200609,device_033,192.168.199.151,FAILED,0,NONE
txn_0020809,agent_046,customer_04715,vendor_0317,PAYOUT,10575.37,INR,2026-08-17 16:35:36.200609,device_130,192.168.8.10,SUCCESS,0,NONE
txn_0033513,agent_011,customer_01038,vendor_0392,PAYMENT,9869.88,INR,2026-08-20 12:08:44.200609,device_056,192.168.103.109,SUCCESS,0,NONE
txn_0040880,agent_032,customer_02815,vendor_0486,PAYMENT_LINK,2315.7,INR,2026-08-07 15:19:33.200609,device_145,192.168.112.141,SUCCESS,0,NONE
txn_0069436,agent_013,customer_02954,vendor_0213,PAYOUT,6501.13,INR,2026-08-24 09:46:59.200609,device_137,192.168.142.121,SUCCESS,0,NONE
txn_0019379,agent_044,customer_03510,vendor_0172,PAYOUT,12350.73,INR,2026-08-05 17:08:27.200609,device_185,192.168.121.70,SUCCESS,0,NONE
txn_0035291,agent_012,customer_04714,vendor_0282,PAYOUT,6615.87,INR,2026-08-17 09:50:02.200609,device_192,192.168.247.249,SUCCESS,0,NONE
txn_0044359,agent_016,customer_03640,vendor_0394,REFUND,3403.0,INR,2026-08-05 19:04:57.200609,device_081,192.168.108.173,SUCCESS,0,NONE
txn_0090372,agent_010,customer_04206,vendor_0180,REFUND,14440.05,INR,2026-08-21 17:24:17.200609,device_051,192.168.85.22,SUCCESS,0,NONE
txn_0055834,agent_016,customer_02221,vendor_0459,PAYMENT,3884.91,INR,2026-08-29 18:27:10.200609,device_053,192.168.202.11,SUCCESS,0,NONE
txn_0087059,agent_009,customer_01045,vendor_0203,PAYOUT,12830.08,INR,2026-08-10 12:41:18.200609,device_122,192.168.25.253,FAILED,0,NONE
txn_0011273,agent_031,customer_03218,vendor_0433,PAYMENT,1906.32,INR,2026-08-13 19:18:35.200609,device_058,192.168.180.71,SUCCESS,0,NONE
txn_0076582,agent_033,customer_00365,vendor_0053,PAYMENT,2668.86,INR,2026-08-17 19:55:43.200609,device_179,192.168.117.40,SUCCESS,0,NONE
txn_0083141,agent_042,customer_02607,vendor_0200,PAYOUT,8847.78,INR,2026-08-22 17:04:16.200609,device_139,192.168.52.147,SUCCESS,0,NONE
txn_0043870,agent_050,customer_02322,vendor_0041,REFUND,14776.63,INR,2026-08-26 10:56:57.200609,device_072,192.168.14.122,FAILED,0,NONE
txn_0003843,agent_032,customer_02304,vendor_0448,PAYMENT_LINK,1295.3,INR,2026-08-31 09:32:41.200609,device_196,192.168.209.131,FAILED,0,NONE
txn_0065120,agent_036,customer_01724,vendor_0323,PAYMENT,12700.23,INR,2026-08-31 11:00:04.200609,device_014,192.168.240.158,SUCCESS,0,NONE
txn_0018821,agent_050,customer_04709,vendor_0390,REFUND,8634.61,INR,2026-08-11 16:23:07.200609,device_128,192.168.216.186,SUCCESS,0,NONE
txn_0016825,agent_043,customer_04281,vendor_0254,PAYMENT_LINK,100.0,INR,2026-08-28 21:18:52.200609,device_086,192.168.116.181,SUCCESS,0,NONE
txn_0014958,agent_020,customer_03279,vendor_0028,PAYOUT,17834.68,INR,2026-08-27 14:07:21.200609,device_112,192.168.190.161,FAILED,0,NONE
txn_0036351,agent_046,customer_02683,vendor_0181,REFUND,20028.53,INR,2026-08-12 10:11:27.200609,device_091,192.168.161.46,SUCCESS,0,NONE
txn_0032913,agent_016,customer_03543,vendor_0327,REFUND,3745.59,INR,2026-08-27 15:26:44.200609,device_008,192.168.185.98,FAILED,0,NONE
txn_0087294,agent_031,customer_04986,vendor_0188,PAYMENT_LINK,3644.16,INR,2026-08-07 19:41:24.200609,device_174,192.168.123.168,FAILED,0,NONE
txn_0031323,agent_032,customer_02767,vendor_0350,PAYMENT,4461.22,INR,2026-08-23 21:18:26.200609,device_195,192.168.80.101,SUCCESS,0,NONE
txn_0088131,agent_021,customer_04419,vendor_0121,REFUND,2386.65,INR,2026-08-23 19:14:13.200609,device_020,192.168.194.77,FAILED,0,NONE
txn_0044380,agent_011,customer_04074,vendor_0317,PAYMENT,3077.54,INR,2026-08-18 09:11:13.200609,device_123,192.168.83.200,SUCCESS,0,NONE
txn_0052964,agent_028,customer_01014,vendor_0113,PAYOUT,13928.63,INR,2026-08-30 14:10:16.200609,device_069,192.168.207.65,SUCCESS,0,NONE
txn_0072247,agent_004,customer_03958,vendor_0442,PAYMENT,4479.76,INR,2026-08-23 12:58:22.200609,device_179,192.168.1.69,SUCCESS,0,NONE
txn_0062160,agent_043,customer_03144,vendor_0242,PAYMENT_LINK,4721.29,INR,2026-08-06 08:10:16.200609,device_149,192.168.151.95,SUCCESS,0,NONE
txn_0030243,agent_004,customer_00679,vendor_0332,PAYMENT,4392.44,INR,2026-08-07 16:30:15.200609,device_128,192.168.176.222,FAILED,0,NONE
txn_0058732,agent_028,customer_00127,vendor_0402,PAYOUT,11950.61,INR,2026-08-14 10:46:42.200609,device_119,192.168.163.55,SUCCESS,0,NONE
txn_0037463,agent_010,customer_00378,vendor_0206,PAYOUT,5661.2,INR,2026-08-29 15:06:56.200609,device_035,192.168.225.112,SUCCESS,0,NONE
txn_0060422,agent_025,customer_04031,vendor_0038,PAYMENT,6251.39,INR,2026-08-21 18:51:06.200609,device_034,192.168.82.151,SUCCESS,0,NONE
txn_0055456,agent_015,customer_03225,vendor_0103,PAYMENT,891.43,INR,2026-08-11 13:35:54.200609,device_100,192.168.241.115,FAILED,0,NONE
txn_0007264,agent_007,customer_01883,vendor_0150,PAYOUT,12333.54,INR,2026-08-04 12:05:54.200609,device_158,192.168.235.231,SUCCESS,0,NONE
